Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"PP","Producer Prices - Annual","238","Ethiopia","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","305.9","","Official data"
"PP","Producer Prices - Annual","66","Fiji","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","766.5","","Official data"
"PP","Producer Prices - Annual","66","Fiji","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","2395.3","","Official data"
"PP","Producer Prices - Annual","66","Fiji","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","5748.8","","Official data"
"PP","Producer Prices - Annual","66","Fiji","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","5748.8","","Official data"
"PP","Producer Prices - Annual","66","Fiji","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","7186","","Official data"
"PP","Producer Prices - Annual","66","Fiji","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","455.1","","Official data"
"PP","Producer Prices - Annual","67","Finland","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","201.8","","Official data"
"PP","Producer Prices - Annual","67","Finland","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","3681.6","","Official data"
"PP","Producer Prices - Annual","67","Finland","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","1554.6","","Official data"
"PP","Producer Prices - Annual","67","Finland","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","1798.9","","Official data"
"PP","Producer Prices - Annual","67","Finland","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","3708.7","","Official data"
"PP","Producer Prices - Annual","67","Finland","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","210.1","","Official data"
"PP","Producer Prices - Annual","67","Finland","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","208.9","","Official data"
"PP","Producer Prices - Annual","67","Finland","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","236.1","","Official data"
"PP","Producer Prices - Annual","68","France","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","195.1","","Official data"
"PP","Producer Prices - Annual","68","France","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","186.6","","Official data"
"PP","Producer Prices - Annual","68","France","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","4549.5","","Official data"
"PP","Producer Prices - Annual","68","France","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","1777.1","","Official data"
"PP","Producer Prices - Annual","68","France","5532","Producer Price (USD/tonne)","1069","Meat, duck","2018","2018","USD","3379.1","","Official data"
"PP","Producer Prices - Annual","68","France","5532","Producer Price (USD/tonne)","1073","Meat, goose and guinea fowl","2018","2018","USD","5922.5","","Official data"
"PP","Producer Prices - Annual","68","France","5532","Producer Price (USD/tonne)","1097","Meat, horse","2018","2018","USD","3585.8","","Official data"
"PP","Producer Prices - Annual","68","France","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","1469","","Official data"
"PP","Producer Prices - Annual","68","France","5532","Producer Price (USD/tonne)","1141","Meat, rabbit","2018","2018","USD","4072.3","","Official data"
"PP","Producer Prices - Annual","68","France","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","7166.7","","Official data"
"PP","Producer Prices - Annual","68","France","5532","Producer Price (USD/tonne)","1080","Meat, turkey","2018","2018","USD","1818.9","","Official data"
"PP","Producer Prices - Annual","68","France","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","145.7","","Official data"
"PP","Producer Prices - Annual","68","France","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","372","","Official data"
"PP","Producer Prices - Annual","68","France","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","245.9","","Official data"
"PP","Producer Prices - Annual","68","France","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","USD","170.9","","Official data"
"PP","Producer Prices - Annual","68","France","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","195","","Official data"
"PP","Producer Prices - Annual","73","Georgia","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","180","","Official data"
"PP","Producer Prices - Annual","73","Georgia","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","200","","Official data"
"PP","Producer Prices - Annual","73","Georgia","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","4977.2","","Official data"
"PP","Producer Prices - Annual","73","Georgia","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","1763.9","","Official data"
"PP","Producer Prices - Annual","73","Georgia","5532","Producer Price (USD/tonne)","1017","Meat, goat","2018","2018","USD","4153.1","","Official data"
"PP","Producer Prices - Annual","73","Georgia","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","3915.7","","Official data"
"PP","Producer Prices - Annual","73","Georgia","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","4922.3","","Official data"
"PP","Producer Prices - Annual","73","Georgia","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","179.9","","Official data"
"PP","Producer Prices - Annual","79","Germany","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","195.4","","Official data"
"PP","Producer Prices - Annual","79","Germany","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","194.8","","Official data"
"PP","Producer Prices - Annual","79","Germany","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","4033.1","","Official data"
"PP","Producer Prices - Annual","79","Germany","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","1563.2","","Official data"
"PP","Producer Prices - Annual","79","Germany","5532","Producer Price (USD/tonne)","1069","Meat, duck","2018","2018","USD","7365.6","","Official data"
"PP","Producer Prices - Annual","79","Germany","5532","Producer Price (USD/tonne)","1163","Meat, game","2018","2018","USD","5665.8","","Official data"
"PP","Producer Prices - Annual","79","Germany","5532","Producer Price (USD/tonne)","1017","Meat, goat","2018","2018","USD","2077.1","","Official data"
"PP","Producer Prices - Annual","79","Germany","5532","Producer Price (USD/tonne)","1073","Meat, goose and guinea fowl","2018","2018","USD","10859.5","","Official data"
"PP","Producer Prices - Annual","79","Germany","5532","Producer Price (USD/tonne)","1097","Meat, horse","2018","2018","USD","1192.2","","Official data"
"PP","Producer Prices - Annual","79","Germany","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","1685.6","","Official data"
"PP","Producer Prices - Annual","79","Germany","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","6182.8","","Official data"
"PP","Producer Prices - Annual","79","Germany","5532","Producer Price (USD/tonne)","1080","Meat, turkey","2018","2018","USD","1221.3","","Official data"
"PP","Producer Prices - Annual","79","Germany","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","182.7","","Official data"
"PP","Producer Prices - Annual","79","Germany","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","188.7","","Official data"
"PP","Producer Prices - Annual","79","Germany","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","USD","188.6","","Official data"
"PP","Producer Prices - Annual","79","Germany","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","198.8","","Official data"
"PP","Producer Prices - Annual","81","Ghana","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","370.1","","Official data"
"PP","Producer Prices - Annual","81","Ghana","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","USD","619.5","","Official data"
"PP","Producer Prices - Annual","81","Ghana","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","USD","539","","Official data"
"PP","Producer Prices - Annual","84","Greece","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","184.2","","Official data"
"PP","Producer Prices - Annual","84","Greece","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","251.5","","Official data"
"PP","Producer Prices - Annual","84","Greece","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","201","","Official data"
"PP","Producer Prices - Annual","84","Greece","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","271.9","","Official data"
"PP","Producer Prices - Annual","84","Greece","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","162.8","","Official data"
"PP","Producer Prices - Annual","84","Greece","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","220.9","","Official data"
"PP","Producer Prices - Annual","86","Grenada","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","979","","Official data"
"PP","Producer Prices - Annual","86","Grenada","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","6526.4","","Official data"
"PP","Producer Prices - Annual","86","Grenada","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","4592.9","","Official data"
"PP","Producer Prices - Annual","86","Grenada","5532","Producer Price (USD/tonne)","1017","Meat, goat","2018","2018","USD","6297.9","","Official data"
"PP","Producer Prices - Annual","86","Grenada","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","6526.4","","Official data"
"PP","Producer Prices - Annual","86","Grenada","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","6297.9","","Official data"
"PP","Producer Prices - Annual","90","Guinea","5532","Producer Price (USD/tonne)","94","Fonio","2018","2018","USD","119.5","","Official data"
"PP","Producer Prices - Annual","90","Guinea","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","125.1","","Official data"
"PP","Producer Prices - Annual","90","Guinea","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","USD","69.8","","Official data"
"PP","Producer Prices - Annual","90","Guinea","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","195.1","","Official data"
"PP","Producer Prices - Annual","90","Guinea","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","USD","69.8","","Official data"
"PP","Producer Prices - Annual","97","Hungary","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","159.9","","Official data"
"PP","Producer Prices - Annual","97","Hungary","5532","Producer Price (USD/tonne)","101","Canary seed","2018","2018","USD","431","","Official data"
"PP","Producer Prices - Annual","97","Hungary","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","170.6","","Official data"
"PP","Producer Prices - Annual","97","Hungary","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","USD","295.7","","Official data"
"PP","Producer Prices - Annual","97","Hungary","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","180.7","","Official data"
"PP","Producer Prices - Annual","97","Hungary","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","170.6","","Official data"
"PP","Producer Prices - Annual","97","Hungary","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","USD","161.4","","Official data"
"PP","Producer Prices - Annual","97","Hungary","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","USD","155.3","","Official data"
"PP","Producer Prices - Annual","97","Hungary","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","181.2","","Official data"
"PP","Producer Prices - Annual","99","Iceland","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","5964.9","","Official data"
"PP","Producer Prices - Annual","99","Iceland","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","3342.6","","Official data"
"PP","Producer Prices - Annual","99","Iceland","5532","Producer Price (USD/tonne)","1097","Meat, horse","2018","2018","USD","956.1","","Official data"
"PP","Producer Prices - Annual","99","Iceland","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","2867.3","","Official data"
"PP","Producer Prices - Annual","99","Iceland","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","3214.6","","Official data"
"PP","Producer Prices - Annual","101","Indonesia","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","318.3","","Official data"
"PP","Producer Prices - Annual","102","Iran (Islamic Republic of)","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","288.5","","Official data"
"PP","Producer Prices - Annual","102","Iran (Islamic Republic of)","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","351.6","","Official data"
"PP","Producer Prices - Annual","102","Iran (Islamic Republic of)","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","USD","788.7","","Official data"
"PP","Producer Prices - Annual","102","Iran (Islamic Republic of)","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","1186.3","","Official data"
"PP","Producer Prices - Annual","102","Iran (Islamic Republic of)","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","319.4","","Official data"
"PP","Producer Prices - Annual","104","Ireland","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","241.3","","Official data"
"PP","Producer Prices - Annual","104","Ireland","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","240.2","","Official data"
"PP","Producer Prices - Annual","105","Israel","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","323.6","","Official data"
"PP","Producer Prices - Annual","105","Israel","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","1116","","Official data"
"PP","Producer Prices - Annual","105","Israel","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","283.8","","Official data"
"PP","Producer Prices - Annual","106","Italy","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","224","","Official data"
"PP","Producer Prices - Annual","106","Italy","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","272.3","","Official data"
"PP","Producer Prices - Annual","106","Italy","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","403.7","","Official data"
"PP","Producer Prices - Annual","106","Italy","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","233.9","","Official data"
"PP","Producer Prices - Annual","109","Jamaica","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","3741.6","","Official data"
"PP","Producer Prices - Annual","110","Japan","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","1276.2","","Official data"
"PP","Producer Prices - Annual","110","Japan","5532","Producer Price (USD/tonne)","89","Buckwheat","2018","2018","USD","3356.8","","Official data"
"PP","Producer Prices - Annual","110","Japan","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","2184","","Official data"
"PP","Producer Prices - Annual","110","Japan","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","379.3","","Official data"
"PP","Producer Prices - Annual","112","Jordan","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","481.1","","Official data"
"PP","Producer Prices - Annual","112","Jordan","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","253.1","","Official data"
"PP","Producer Prices - Annual","112","Jordan","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","553.9","","Official data"
"PP","Producer Prices - Annual","108","Kazakhstan","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","100.8","","Official data"
"PP","Producer Prices - Annual","108","Kazakhstan","5532","Producer Price (USD/tonne)","89","Buckwheat","2018","2018","USD","198.8","","Official data"
"PP","Producer Prices - Annual","108","Kazakhstan","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","113.7","","Official data"
"PP","Producer Prices - Annual","108","Kazakhstan","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","1259.1","","Official data"
"PP","Producer Prices - Annual","108","Kazakhstan","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","USD","139.9","","Official data"
"PP","Producer Prices - Annual","108","Kazakhstan","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","75.2","","Official data"
"PP","Producer Prices - Annual","108","Kazakhstan","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","168.9","","Official data"
"PP","Producer Prices - Annual","108","Kazakhstan","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","88.6","","Official data"
"PP","Producer Prices - Annual","108","Kazakhstan","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","116.3","","Official data"
"PP","Producer Prices - Annual","118","Kuwait","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","529.9","","Official data"
"PP","Producer Prices - Annual","118","Kuwait","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","778.3","","Official data"
"PP","Producer Prices - Annual","118","Kuwait","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","827.9","","Official data"
"PP","Producer Prices - Annual","119","Latvia","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","191.2","","Official data"
"PP","Producer Prices - Annual","119","Latvia","5532","Producer Price (USD/tonne)","89","Buckwheat","2018","2018","USD","198.3","","Official data"
"PP","Producer Prices - Annual","119","Latvia","5532","Producer Price (USD/tonne)","103","Grain, mixed","2018","2018","USD","153.4","","Official data"
"PP","Producer Prices - Annual","119","Latvia","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","2289.9","","Official data"
"PP","Producer Prices - Annual","119","Latvia","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","2066.8","","Official data"
"PP","Producer Prices - Annual","119","Latvia","5532","Producer Price (USD/tonne)","1017","Meat, goat","2018","2018","USD","2952.1","","Official data"
"PP","Producer Prices - Annual","119","Latvia","5532","Producer Price (USD/tonne)","1097","Meat, horse","2018","2018","USD","638.6","","Official data"
"PP","Producer Prices - Annual","119","Latvia","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","1603","","Official data"
"PP","Producer Prices - Annual","119","Latvia","5532","Producer Price (USD/tonne)","1141","Meat, rabbit","2018","2018","USD","5914.9","","Official data"
"PP","Producer Prices - Annual","119","Latvia","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","4062.9","","Official data"
"PP","Producer Prices - Annual","119","Latvia","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","178.2","","Official data"
"PP","Producer Prices - Annual","119","Latvia","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","167.6","","Official data"
"PP","Producer Prices - Annual","119","Latvia","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","USD","166.4","","Official data"
"PP","Producer Prices - Annual","119","Latvia","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","203","","Official data"
"PP","Producer Prices - Annual","121","Lebanon","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","6467.7","","Official data"
"PP","Producer Prices - Annual","121","Lebanon","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","1658.4","","Official data"
"PP","Producer Prices - Annual","121","Lebanon","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","5970.1","","Official data"
"PP","Producer Prices - Annual","121","Lebanon","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","391.4","","Official data"
"PP","Producer Prices - Annual","126","Lithuania","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","201.4","","Official data"
"PP","Producer Prices - Annual","126","Lithuania","5532","Producer Price (USD/tonne)","89","Buckwheat","2018","2018","USD","222.9","","Official data"
"PP","Producer Prices - Annual","126","Lithuania","5532","Producer Price (USD/tonne)","103","Grain, mixed","2018","2018","USD","200.7","","Official data"
"PP","Producer Prices - Annual","126","Lithuania","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","182.4","","Official data"
"PP","Producer Prices - Annual","126","Lithuania","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","169.6","","Official data"
"PP","Producer Prices - Annual","126","Lithuania","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","166.7","","Official data"
"PP","Producer Prices - Annual","126","Lithuania","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","USD","177.1","","Official data"
"PP","Producer Prices - Annual","126","Lithuania","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","202.7","","Official data"
"PP","Producer Prices - Annual","256","Luxembourg","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","179.2","","Official data"
"PP","Producer Prices - Annual","256","Luxembourg","5532","Producer Price (USD/tonne)","103","Grain, mixed","2018","2018","USD","166.8","","Official data"
"PP","Producer Prices - Annual","256","Luxembourg","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","183","","Official data"
"PP","Producer Prices - Annual","256","Luxembourg","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","4414.6","","Official data"
"PP","Producer Prices - Annual","256","Luxembourg","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","5497.6","","Official data"
"PP","Producer Prices - Annual","256","Luxembourg","5532","Producer Price (USD/tonne)","1017","Meat, goat","2018","2018","USD","4666.1","","Official data"
"PP","Producer Prices - Annual","256","Luxembourg","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","1735.2","","Official data"
"PP","Producer Prices - Annual","256","Luxembourg","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","7182.3","","Official data"
"PP","Producer Prices - Annual","256","Luxembourg","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","166.8","","Official data"
"PP","Producer Prices - Annual","256","Luxembourg","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","184.7","","Official data"
"PP","Producer Prices - Annual","256","Luxembourg","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","USD","176.6","","Official data"
"PP","Producer Prices - Annual","256","Luxembourg","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","211.6","","Official data"
"PP","Producer Prices - Annual","131","Malaysia","5532","Producer Price (USD/tonne)","947","Meat, buffalo","2018","2018","USD","6939.1","","Official data"
"PP","Producer Prices - Annual","131","Malaysia","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","7781.7","","Official data"
"PP","Producer Prices - Annual","131","Malaysia","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","2218","","Official data"
"PP","Producer Prices - Annual","131","Malaysia","5532","Producer Price (USD/tonne)","1069","Meat, duck","2018","2018","USD","2750.8","","Official data"
"PP","Producer Prices - Annual","131","Malaysia","5532","Producer Price (USD/tonne)","1017","Meat, goat","2018","2018","USD","8785.3","","Official data"
"PP","Producer Prices - Annual","131","Malaysia","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","5811.5","","Official data"
"PP","Producer Prices - Annual","131","Malaysia","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","297.4","","Official data"
"PP","Producer Prices - Annual","133","Mali","5532","Producer Price (USD/tonne)","94","Fonio","2018","2018","USD","863.7","","Official data"
"PP","Producer Prices - Annual","133","Mali","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","242.9","","Official data"
"PP","Producer Prices - Annual","133","Mali","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","USD","322.1","","Official data"
"PP","Producer Prices - Annual","133","Mali","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","298.7","","Official data"
"PP","Producer Prices - Annual","133","Mali","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","USD","309.5","","Official data"
"PP","Producer Prices - Annual","134","Malta","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","3455.5","","Official data"
"PP","Producer Prices - Annual","134","Malta","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","1414.1","","Official data"
"PP","Producer Prices - Annual","134","Malta","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","2575.8","","Official data"
"PP","Producer Prices - Annual","134","Malta","5532","Producer Price (USD/tonne)","1141","Meat, rabbit","2018","2018","USD","7147.6","","Official data"
"PP","Producer Prices - Annual","137","Mauritius","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","7536.6","","Official data"
"PP","Producer Prices - Annual","137","Mauritius","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","2024.7","","Official data"
"PP","Producer Prices - Annual","137","Mauritius","5532","Producer Price (USD/tonne)","1017","Meat, goat","2018","2018","USD","7578.1","","Official data"
"PP","Producer Prices - Annual","137","Mauritius","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","2052.9","","Official data"
"PP","Producer Prices - Annual","138","Mexico","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","228.9","","Official data"
"PP","Producer Prices - Annual","138","Mexico","5532","Producer Price (USD/tonne)","101","Canary seed","2018","2018","USD","605.4","","Official data"
"PP","Producer Prices - Annual","138","Mexico","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","200.6","","Official data"
"PP","Producer Prices - Annual","138","Mexico","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","3527.1","","Official data"
"PP","Producer Prices - Annual","138","Mexico","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","1668","","Official data"
"PP","Producer Prices - Annual","138","Mexico","5532","Producer Price (USD/tonne)","1017","Meat, goat","2018","2018","USD","3424.9","","Official data"
"PP","Producer Prices - Annual","138","Mexico","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","2320.6","","Official data"
"PP","Producer Prices - Annual","138","Mexico","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","3528.8","","Official data"
"PP","Producer Prices - Annual","138","Mexico","5532","Producer Price (USD/tonne)","1080","Meat, turkey","2018","2018","USD","3038.7","","Official data"
"PP","Producer Prices - Annual","138","Mexico","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","268.2","","Official data"
"PP","Producer Prices - Annual","138","Mexico","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","232.9","","Official data"
"PP","Producer Prices - Annual","138","Mexico","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","187.1","","Official data"
"PP","Producer Prices - Annual","138","Mexico","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","USD","183.3","","Official data"
"PP","Producer Prices - Annual","138","Mexico","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","USD","188.7","","Official data"
"PP","Producer Prices - Annual","138","Mexico","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","212.2","","Official data"
"PP","Producer Prices - Annual","141","Mongolia","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","250.3","","Official data"
"PP","Producer Prices - Annual","141","Mongolia","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","154.7","","Official data"
"PP","Producer Prices - Annual","141","Mongolia","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","194.7","","Official data"
"PP","Producer Prices - Annual","143","Morocco","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","226.7","","Official data"
"PP","Producer Prices - Annual","143","Morocco","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","296.5","","Official data"
"PP","Producer Prices - Annual","143","Morocco","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","318.1","","Official data"
"PP","Producer Prices - Annual","143","Morocco","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","USD","318.6","","Official data"
"PP","Producer Prices - Annual","143","Morocco","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","303.7","","Official data"
"PP","Producer Prices - Annual","147","Namibia","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","364.8","","Official data"
"PP","Producer Prices - Annual","147","Namibia","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","3083.7","","Official data"
"PP","Producer Prices - Annual","147","Namibia","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","2600.9","","Official data"
"PP","Producer Prices - Annual","147","Namibia","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","3317.2","","Official data"
